,,a_year_before,target,year,Wht%,Blc%,Ind%,Asn%,Mix%,His%,0-4,5-9,10-14
122,1,55,54,20042005,0.075037147,0.004457652,0.000742942,0.370728083,0.005200594,0.543090639,6,-4,-5
122,2,76,61,20042005,0.075037147,0.004457652,0.000742942,0.370728083,0.005200594,0.543090639,6,-4,-5
122,3,58,61,20042005,0.075037147,0.004457652,0.000742942,0.370728083,0.005200594,0.543090639,6,-4,-5
122,4,68,48,20042005,0.075037147,0.004457652,0.000742942,0.370728083,0.005200594,0.543090639,6,-4,-5
122,5,68,71,20042005,0.075037147,0.004457652,0.000742942,0.370728083,0.005200594,0.543090639,6,-4,-5
126,K,19,25,20042005,0.406491499,0.030911901,0,0.292117465,0.054095827,0.211746522,3,-2,-4
126,1,30,22,20042005,0.406491499,0.030911901,0,0.292117465,0.054095827,0.211746522,3,-2,-4
126,2,19,30,20042005,0.406491499,0.030911901,0,0.292117465,0.054095827,0.211746522,3,-2,-4
126,3,23,21,20042005,0.406491499,0.030911901,0,0.292117465,0.054095827,0.211746522,3,-2,-4
126,4,28,26,20042005,0.406491499,0.030911901,0,0.292117465,0.054095827,0.211746522,3,-2,-4
126,5,31,28,20042005,0.406491499,0.030911901,0,0.292117465,0.054095827,0.211746522,3,-2,-4
128.01,K,10,21,20042005,0.248888889,0.008888889,0,0.622222222,0.026666667,0.093333333,2,-1,-3
128.01,1,14,13,20042005,0.248888889,0.008888889,0,0.622222222,0.026666667,0.093333333,2,-1,-3
128.01,2,23,13,20042005,0.248888889,0.008888889,0,0.622222222,0.026666667,0.093333333,2,-1,-3
128.01,3,20,25,20042005,0.248888889,0.008888889,0,0.622222222,0.026666667,0.093333333,2,-1,-3
128.01,4,23,20,20042005,0.248888889,0.008888889,0,0.622222222,0.026666667,0.093333333,2,-1,-3
128.01,5,20,23,20042005,0.248888889,0.008888889,0,0.622222222,0.026666667,0.093333333,2,-1,-3
130,K,46,43,20042005,0.46527117,0.013320647,0,0.151284491,0.050428164,0.313035205,4,-3,-6
130,1,49,44,20042005,0.46527117,0.013320647,0,0.151284491,0.050428164,0.313035205,4,-3,-6
130,2,38,50,20042005,0.46527117,0.013320647,0,0.151284491,0.050428164,0.313035205,4,-3,-6
130,3,61,39,20042005,0.46527117,0.013320647,0,0.151284491,0.050428164,0.313035205,4,-3,-6
130,4,49,53,20042005,0.46527117,0.013320647,0,0.151284491,0.050428164,0.313035205,4,-3,-6
130,5,46,49,20042005,0.46527117,0.013320647,0,0.151284491,0.050428164,0.313035205,4,-3,-6
132,K,15,19,20042005,0.433996383,0.003616637,0,0.376130199,0.021699819,0.164556962,2,-1,-3
132,1,19,20,20042005,0.433996383,0.003616637,0,0.376130199,0.021699819,0.164556962,2,-1,-3
132,2,17,21,20042005,0.433996383,0.003616637,0,0.376130199,0.021699819,0.164556962,2,-1,-3
132,3,23,25,20042005,0.433996383,0.003616637,0,0.376130199,0.021699819,0.164556962,2,-1,-3
132,4,18,27,20042005,0.433996383,0.003616637,0,0.376130199,0.021699819,0.164556962,2,-1,-3
132,5,22,20,20042005,0.433996383,0.003616637,0,0.376130199,0.021699819,0.164556962,2,-1,-3
134,K,31,32,20042005,0.592326139,0.021582734,0,0.136690647,0.047961631,0.201438849,4,-3,-4
134,1,30,32,20042005,0.592326139,0.021582734,0,0.136690647,0.047961631,0.201438849,4,-3,-4
134,2,28,30,20042005,0.592326139,0.021582734,0,0.136690647,0.047961631,0.201438849,4,-3,-4
134,3,38,33,20042005,0.592326139,0.021582734,0,0.136690647,0.047961631,0.201438849,4,-3,-4
134,4,34,31,20042005,0.592326139,0.021582734,0,0.136690647,0.047961631,0.201438849,4,-3,-4
134,5,30,33,20042005,0.592326139,0.021582734,0,0.136690647,0.047961631,0.201438849,4,-3,-4
136,K,23,34,20042005,0.617647059,0.003676471,0.00122549,0.110294118,0.044117647,0.219362745,3,-2,-5
136,1,26,24,20042005,0.617647059,0.003676471,0.00122549,0.110294118,0.044117647,0.219362745,3,-2,-5
136,2,29,25,20042005,0.617647059,0.003676471,0.00122549,0.110294118,0.044117647,0.219362745,3,-2,-5
136,3,24,27,20042005,0.617647059,0.003676471,0.00122549,0.110294118,0.044117647,0.219362745,3,-2,-5
136,4,30,22,20042005,0.617647059,0.003676471,0.00122549,0.110294118,0.044117647,0.219362745,3,-2,-5
136,5,28,28,20042005,0.617647059,0.003676471,0.00122549,0.110294118,0.044117647,0.219362745,3,-2,-5
138,K,11,15,20042005,0.662942272,0.011173184,0.001862197,0.096834264,0.024208566,0.199255121,4,-3,-3
138,1,14,8,20042005,0.662942272,0.011173184,0.001862197,0.096834264,0.024208566,0.199255121,4,-3,-3
138,2,14,14,20042005,0.662942272,0.011173184,0.001862197,0.096834264,0.024208566,0.199255121,4,-3,-3
138,3,12,17,20042005,0.662942272,0.011173184,0.001862197,0.096834264,0.024208566,0.199255121,4,-3,-3
138,4,5,12,20042005,0.662942272,0.011173184,0.001862197,0.096834264,0.024208566,0.199255121,4,-3,-3
138,5,16,6,20042005,0.662942272,0.011173184,0.001862197,0.096834264,0.024208566,0.199255121,4,-3,-3
140,K,13,5,20042005,0.748538012,0.00877193,0,0.096491228,0.026315789,0.119883041,2,-1,-3
140,1,18,16,20042005,0.748538012,0.00877193,0,0.096491228,0.026315789,0.119883041,2,-1,-3
140,2,15,18,20042005,0.748538012,0.00877193,0,0.096491228,0.026315789,0.119883041,2,-1,-3
140,3,14,17,20042005,0.748538012,0.00877193,0,0.096491228,0.026315789,0.119883041,2,-1,-3
140,4,8,12,20042005,0.748538012,0.00877193,0,0.096491228,0.026315789,0.119883041,2,-1,-3
140,5,10,8,20042005,0.748538012,0.00877193,0,0.096491228,0.026315789,0.119883041,2,-1,-3
142,K,20,25,20042005,0.589041096,0.020547945,0.003424658,0.131849315,0.04109589,0.20890411,3,-2,-3
142,1,24,20,20042005,0.589041096,0.020547945,0.003424658,0.131849315,0.04109589,0.20890411,3,-2,-3
142,2,24,19,20042005,0.589041096,0.020547945,0.003424658,0.131849315,0.04109589,0.20890411,3,-2,-3
142,3,21,21,20042005,0.589041096,0.020547945,0.003424658,0.131849315,0.04109589,0.20890411,3,-2,-3
142,4,21,20,20042005,0.589041096,0.020547945,0.003424658,0.131849315,0.04109589,0.20890411,3,-2,-3
142,5,22,23,20042005,0.589041096,0.020547945,0.003424658,0.131849315,0.04109589,0.20890411,3,-2,-3
148,K,11,11,20042005,0.789954338,0,0,0.100456621,0.00913242,0.100456621,1,-1,-2
148,1,7,10,20042005,0.789954338,0,0,0.100456621,0.00913242,0.100456621,1,-1,-2
148,2,3,7,20042005,0.789954338,0,0,0.100456621,0.00913242,0.100456621,1,-1,-2
148,3,7,3,20042005,0.789954338,0,0,0.100456621,0.00913242,0.100456621,1,-1,-2
148,4,3,8,20042005,0.789954338,0,0,0.100456621,0.00913242,0.100456621,1,-1,-2
148,5,4,3,20042005,0.789954338,0,0,0.100456621,0.00913242,0.100456621,1,-1,-2
150,K,9,8,20042005,0.7,0,0,0.179310345,0.020689655,0.1,2,-1,-1
150,1,11,7,20042005,0.7,0,0,0.179310345,0.020689655,0.1,2,-1,-1
150,2,4,10,20042005,0.7,0,0,0.179310345,0.020689655,0.1,2,-1,-1
150,3,8,5,20042005,0.7,0,0,0.179310345,0.020689655,0.1,2,-1,-1
150,4,9,11,20042005,0.7,0,0,0.179310345,0.020689655,0.1,2,-1,-1
150,5,7,7,20042005,0.7,0,0,0.179310345,0.020689655,0.1,2,-1,-1
152,K,15,9,20042005,0.615942029,0.002415459,0,0.18115942,0.04589372,0.152173913,2,-2,-3
152,1,10,17,20042005,0.615942029,0.002415459,0,0.18115942,0.04589372,0.152173913,2,-2,-3
152,2,14,7,20042005,0.615942029,0.002415459,0,0.18115942,0.04589372,0.152173913,2,-2,-3
152,3,8,8,20042005,0.615942029,0.002415459,0,0.18115942,0.04589372,0.152173913,2,-2,-3
152,4,4,6,20042005,0.615942029,0.002415459,0,0.18115942,0.04589372,0.152173913,2,-2,-3
152,5,8,2,20042005,0.615942029,0.002415459,0,0.18115942,0.04589372,0.152173913,2,-2,-3
160,K,18,23,20042005,0.480140187,0.035046729,0.001168224,0.213785047,0.028037383,0.232476636,4,-2,-4
160,1,19,18,20042005,0.480140187,0.035046729,0.001168224,0.213785047,0.028037383,0.232476636,4,-2,-4
160,2,18,22,20042005,0.480140187,0.035046729,0.001168224,0.213785047,0.028037383,0.232476636,4,-2,-4
160,3,18,20,20042005,0.480140187,0.035046729,0.001168224,0.213785047,0.028037383,0.232476636,4,-2,-4
160,4,13,19,20042005,0.480140187,0.035046729,0.001168224,0.213785047,0.028037383,0.232476636,4,-2,-4
160,5,11,12,20042005,0.480140187,0.035046729,0.001168224,0.213785047,0.028037383,0.232476636,4,-2,-4
162,K,8,10,20042005,0.536363636,0.057575758,0,0.118181818,0.057575758,0.212121212,1,-2,-2
162,1,5,6,20042005,0.536363636,0.057575758,0,0.118181818,0.057575758,0.212121212,1,-2,-2
162,2,6,6,20042005,0.536363636,0.057575758,0,0.118181818,0.057575758,0.212121212,1,-2,-2
162,3,5,3,20042005,0.536363636,0.057575758,0,0.118181818,0.057575758,0.212121212,1,-2,-2
162,4,5,4,20042005,0.536363636,0.057575758,0,0.118181818,0.057575758,0.212121212,1,-2,-2
162,5,5,4,20042005,0.536363636,0.057575758,0,0.118181818,0.057575758,0.212121212,1,-2,-2
164,K,0,4,20042005,0.242424242,0.222222222,0.01010101,0.050505051,0.070707071,0.393939394,2,-1,-1
164,1,1,0,20042005,0.242424242,0.222222222,0.01010101,0.050505051,0.070707071,0.393939394,2,-1,-1
164,2,4,1,20042005,0.242424242,0.222222222,0.01010101,0.050505051,0.070707071,0.393939394,2,-1,-1
164,3,6,1,20042005,0.242424242,0.222222222,0.01010101,0.050505051,0.070707071,0.393939394,2,-1,-1
164,4,4,4,20042005,0.242424242,0.222222222,0.01010101,0.050505051,0.070707071,0.393939394,2,-1,-1
164,5,2,3,20042005,0.242424242,0.222222222,0.01010101,0.050505051,0.070707071,0.393939394,2,-1,-1
166,K,3,9,20042005,0.867532468,0,0.002597403,0.051948052,0.018181818,0.05974026,1,-2,-3
166,1,7,5,20042005,0.867532468,0,0.002597403,0.051948052,0.018181818,0.05974026,1,-2,-3
166,2,7,4,20042005,0.867532468,0,0.002597403,0.051948052,0.018181818,0.05974026,1,-2,-3
166,3,11,8,20042005,0.867532468,0,0.002597403,0.051948052,0.018181818,0.05974026,1,-2,-3
166,4,13,13,20042005,0.867532468,0,0.002597403,0.051948052,0.018181818,0.05974026,1,-2,-3
166,5,9,13,20042005,0.867532468,0,0.002597403,0.051948052,0.018181818,0.05974026,1,-2,-3
168,K,14,6,20042005,0.574712644,0,0.003831418,0.279693487,0.01532567,0.114942529,0,-1,-2
168,1,14,9,20042005,0.574712644,0,0.003831418,0.279693487,0.01532567,0.114942529,0,-1,-2
168,2,6,17,20042005,0.574712644,0,0.003831418,0.279693487,0.01532567,0.114942529,0,-1,-2
168,3,14,9,20042005,0.574712644,0,0.003831418,0.279693487,0.01532567,0.114942529,0,-1,-2
168,4,4,15,20042005,0.574712644,0,0.003831418,0.279693487,0.01532567,0.114942529,0,-1,-2
168,5,5,5,20042005,0.574712644,0,0.003831418,0.279693487,0.01532567,0.114942529,0,-1,-2
170,K,30,19,20042005,0.458161866,0.004115226,0.002743484,0.410150892,0.01920439,0.105624143,4,-3,-5
170,1,29,32,20042005,0.458161866,0.004115226,0.002743484,0.410150892,0.01920439,0.105624143,4,-3,-5
170,2,34,29,20042005,0.458161866,0.004115226,0.002743484,0.410150892,0.01920439,0.105624143,4,-3,-5
170,3,32,37,20042005,0.458161866,0.004115226,0.002743484,0.410150892,0.01920439,0.105624143,4,-3,-5
170,4,30,27,20042005,0.458161866,0.004115226,0.002743484,0.410150892,0.01920439,0.105624143,4,-3,-5
170,5,24,32,20042005,0.458161866,0.004115226,0.002743484,0.410150892,0.01920439,0.105624143,4,-3,-5
172,K,15,21,20042005,0.406557377,0.004918033,0,0.408196721,0.029508197,0.149180328,3,-3,-5
172,1,34,17,20042005,0.406557377,0.004918033,0,0.408196721,0.029508197,0.149180328,3,-3,-5
172,2,29,34,20042005,0.406557377,0.004918033,0,0.408196721,0.029508197,0.149180328,3,-3,-5
172,3,17,33,20042005,0.406557377,0.004918033,0,0.408196721,0.029508197,0.149180328,3,-3,-5
172,4,21,25,20042005,0.406557377,0.004918033,0,0.408196721,0.029508197,0.149180328,3,-3,-5
172,5,23,23,20042005,0.406557377,0.004918033,0,0.408196721,0.029508197,0.149180328,3,-3,-5
174,K,12,10,20042005,0.479892761,0,0.002680965,0.36997319,0.018766756,0.128686327,1,0,-2
174,1,8,13,20042005,0.479892761,0,0.002680965,0.36997319,0.018766756,0.128686327,1,0,-2
174,2,13,13,20042005,0.479892761,0,0.002680965,0.36997319,0.018766756,0.128686327,1,0,-2
174,3,14,13,20042005,0.479892761,0,0.002680965,0.36997319,0.018766756,0.128686327,1,0,-2
174,4,13,15,20042005,0.479892761,0,0.002680965,0.36997319,0.018766756,0.128686327,1,0,-2
174,5,12,13,20042005,0.479892761,0,0.002680965,0.36997319,0.018766756,0.128686327,1,0,-2
176,K,11,10,20042005,0.404255319,0.014184397,0,0.3356974,0.026004728,0.219858156,2,-2,-2
176,1,17,12,20042005,0.404255319,0.014184397,0,0.3356974,0.026004728,0.219858156,2,-2,-2
176,2,17,15,20042005,0.404255319,0.014184397,0,0.3356974,0.026004728,0.219858156,2,-2,-2
176,3,24,13,20042005,0.404255319,0.014184397,0,0.3356974,0.026004728,0.219858156,2,-2,-2
176,4,17,19,20042005,0.404255319,0.014184397,0,0.3356974,0.026004728,0.219858156,2,-2,-2
176,5,15,17,20042005,0.404255319,0.014184397,0,0.3356974,0.026004728,0.219858156,2,-2,-2
178,K,15,18,20042005,0.327242525,0.004983389,0,0.405315615,0.024916944,0.23255814,4,-2,-3
178,1,21,13,20042005,0.327242525,0.004983389,0,0.405315615,0.024916944,0.23255814,4,-2,-3
178,2,18,20,20042005,0.327242525,0.004983389,0,0.405315615,0.024916944,0.23255814,4,-2,-3
178,3,24,25,20042005,0.327242525,0.004983389,0,0.405315615,0.024916944,0.23255814,4,-2,-3
178,4,27,21,20042005,0.327242525,0.004983389,0,0.405315615,0.024916944,0.23255814,4,-2,-3
178,5,26,24,20042005,0.327242525,0.004983389,0,0.405315615,0.024916944,0.23255814,4,-2,-3
180,K,28,22,20042005,0.348901099,0.001373626,0.001373626,0.355769231,0.017857143,0.273351648,2,-2,-4
180,1,28,30,20042005,0.348901099,0.001373626,0.001373626,0.355769231,0.017857143,0.273351648,2,-2,-4
180,2,30,29,20042005,0.348901099,0.001373626,0.001373626,0.355769231,0.017857143,0.273351648,2,-2,-4
180,3,26,28,20042005,0.348901099,0.001373626,0.001373626,0.355769231,0.017857143,0.273351648,2,-2,-4
180,4,31,28,20042005,0.348901099,0.001373626,0.001373626,0.355769231,0.017857143,0.273351648,2,-2,-4
180,5,20,34,20042005,0.348901099,0.001373626,0.001373626,0.355769231,0.017857143,0.273351648,2,-2,-4
182,K,28,24,20042005,0.246353323,0.004862237,0,0.589951378,0.022690438,0.13452188,3,-2,-4
182,1,33,29,20042005,0.246353323,0.004862237,0,0.589951378,0.022690438,0.13452188,3,-2,-4
182,2,30,29,20042005,0.246353323,0.004862237,0,0.589951378,0.022690438,0.13452188,3,-2,-4
182,3,36,34,20042005,0.246353323,0.004862237,0,0.589951378,0.022690438,0.13452188,3,-2,-4
182,4,28,36,20042005,0.246353323,0.004862237,0,0.589951378,0.022690438,0.13452188,3,-2,-4
182,5,25,25,20042005,0.246353323,0.004862237,0,0.589951378,0.022690438,0.13452188,3,-2,-4
184,K,23,20,20042005,0.54005168,0,0,0.387596899,0.020671835,0.049095607,2,0,-3
184,1,25,25,20042005,0.54005168,0,0,0.387596899,0.020671835,0.049095607,2,0,-3
184,2,32,24,20042005,0.54005168,0,0,0.387596899,0.020671835,0.049095607,2,0,-3
184,3,14,31,20042005,0.54005168,0,0,0.387596899,0.020671835,0.049095607,2,0,-3
184,4,21,15,20042005,0.54005168,0,0,0.387596899,0.020671835,0.049095607,2,0,-3
184,5,19,28,20042005,0.54005168,0,0,0.387596899,0.020671835,0.049095607,2,0,-3
186,K,16,20,20042005,0.40397351,0.011037528,0,0.481236203,0.013245033,0.088300221,2,-2,-3
186,1,25,17,20042005,0.40397351,0.011037528,0,0.481236203,0.013245033,0.088300221,2,-2,-3
186,2,21,24,20042005,0.40397351,0.011037528,0,0.481236203,0.013245033,0.088300221,2,-2,-3
186,3,20,18,20042005,0.40397351,0.011037528,0,0.481236203,0.013245033,0.088300221,2,-2,-3
186,4,14,19,20042005,0.40397351,0.011037528,0,0.481236203,0.013245033,0.088300221,2,-2,-3
186,5,12,15,20042005,0.40397351,0.011037528,0,0.481236203,0.013245033,0.088300221,2,-2,-3
188,K,18,16,20042005,0.446183953,0,0,0.375733855,0.003913894,0.168297456,3,-1,-2
188,1,13,21,20042005,0.446183953,0,0,0.375733855,0.003913894,0.168297456,3,-1,-2
188,2,19,10,20042005,0.446183953,0,0,0.375733855,0.003913894,0.168297456,3,-1,-2
188,3,25,26,20042005,0.446183953,0,0,0.375733855,0.003913894,0.168297456,3,-1,-2
188,4,27,25,20042005,0.446183953,0,0,0.375733855,0.003913894,0.168297456,3,-1,-2
188,5,23,27,20042005,0.446183953,0,0,0.375733855,0.003913894,0.168297456,3,-1,-2
190,K,33,40,20042005,0.259120674,0.005612722,0.000935454,0.388213283,0.01777362,0.320860617,5,-3,-6
190,1,39,36,20042005,0.259120674,0.005612722,0.000935454,0.388213283,0.01777362,0.320860617,5,-3,-6
190,2,46,38,20042005,0.259120674,0.005612722,0.000935454,0.388213283,0.01777362,0.320860617,5,-3,-6
190,3,48,48,20042005,0.259120674,0.005612722,0.000935454,0.388213283,0.01777362,0.320860617,5,-3,-6
190,4,39,49,20042005,0.259120674,0.005612722,0.000935454,0.388213283,0.01777362,0.320860617,5,-3,-6
190,5,29,44,20042005,0.259120674,0.005612722,0.000935454,0.388213283,0.01777362,0.320860617,5,-3,-6
192,K,16,20,20042005,0.622502629,0.006309148,0,0.199789695,0.021030494,0.143007361,4,-2,-5
192,1,12,16,20042005,0.622502629,0.006309148,0,0.199789695,0.021030494,0.143007361,4,-2,-5
192,2,21,12,20042005,0.622502629,0.006309148,0,0.199789695,0.021030494,0.143007361,4,-2,-5
192,3,17,19,20042005,0.622502629,0.006309148,0,0.199789695,0.021030494,0.143007361,4,-2,-5
192,4,25,22,20042005,0.622502629,0.006309148,0,0.199789695,0.021030494,0.143007361,4,-2,-5
192,5,15,22,20042005,0.622502629,0.006309148,0,0.199789695,0.021030494,0.143007361,4,-2,-5
194,K,31,28,20042005,0.190258752,0.00152207,0,0.579908676,0.02283105,0.196347032,3,-1,-3
194,1,39,34,20042005,0.190258752,0.00152207,0,0.579908676,0.02283105,0.196347032,3,-1,-3
194,2,32,34,20042005,0.190258752,0.00152207,0,0.579908676,0.02283105,0.196347032,3,-1,-3
194,3,22,24,20042005,0.190258752,0.00152207,0,0.579908676,0.02283105,0.196347032,3,-1,-3
194,4,40,21,20042005,0.190258752,0.00152207,0,0.579908676,0.02283105,0.196347032,3,-1,-3
194,5,24,39,20042005,0.190258752,0.00152207,0,0.579908676,0.02283105,0.196347032,3,-1,-3
196,K,30,26,20042005,0.314253648,0.003367003,0,0.416386083,0.012345679,0.252525253,5,-3,-4
196,1,28,32,20042005,0.314253648,0.003367003,0,0.416386083,0.012345679,0.252525253,5,-3,-4
196,2,39,29,20042005,0.314253648,0.003367003,0,0.416386083,0.012345679,0.252525253,5,-3,-4
196,3,38,34,20042005,0.314253648,0.003367003,0,0.416386083,0.012345679,0.252525253,5,-3,-4
196,4,43,40,20042005,0.314253648,0.003367003,0,0.416386083,0.012345679,0.252525253,5,-3,-4
196,5,45,42,20042005,0.314253648,0.003367003,0,0.416386083,0.012345679,0.252525253,5,-3,-4
198,K,19,15,20042005,0.519877676,0,0,0.217125382,0.012232416,0.247706422,1,-1,-3
198,1,9,15,20042005,0.519877676,0,0,0.217125382,0.012232416,0.247706422,1,-1,-3
198,2,16,8,20042005,0.519877676,0,0,0.217125382,0.012232416,0.247706422,1,-1,-3
198,3,13,14,20042005,0.519877676,0,0,0.217125382,0.012232416,0.247706422,1,-1,-3
198,4,12,8,20042005,0.519877676,0,0,0.217125382,0.012232416,0.247706422,1,-1,-3
198,5,14,15,20042005,0.519877676,0,0,0.217125382,0.012232416,0.247706422,1,-1,-3
200,K,19,10,20042005,0.521153846,0,0.003846154,0.248076923,0.009615385,0.213461538,3,-2,-3
200,1,8,20,20042005,0.521153846,0,0.003846154,0.248076923,0.009615385,0.213461538,3,-2,-3
200,2,18,10,20042005,0.521153846,0,0.003846154,0.248076923,0.009615385,0.213461538,3,-2,-3
200,3,18,15,20042005,0.521153846,0,0.003846154,0.248076923,0.009615385,0.213461538,3,-2,-3
200,4,16,22,20042005,0.521153846,0,0.003846154,0.248076923,0.009615385,0.213461538,3,-2,-3
200,5,11,20,20042005,0.521153846,0,0.003846154,0.248076923,0.009615385,0.213461538,3,-2,-3
202,K,5,8,20042005,0.660526316,0.002631579,0,0.218421053,0.015789474,0.1,1,-2,-2
202,1,8,9,20042005,0.660526316,0.002631579,0,0.218421053,0.015789474,0.1,1,-2,-2
202,2,8,9,20042005,0.660526316,0.002631579,0,0.218421053,0.015789474,0.1,1,-2,-2
202,3,7,7,20042005,0.660526316,0.002631579,0,0.218421053,0.015789474,0.1,1,-2,-2
202,4,8,7,20042005,0.660526316,0.002631579,0,0.218421053,0.015789474,0.1,1,-2,-2
202,5,11,11,20042005,0.660526316,0.002631579,0,0.218421053,0.015789474,0.1,1,-2,-2
204,K,2,6,20042005,0.73964497,0,0.00295858,0.130177515,0.00887574,0.118343195,2,-1,-2
204,1,13,4,20042005,0.73964497,0,0.00295858,0.130177515,0.00887574,0.118343195,2,-1,-2
204,2,9,11,20042005,0.73964497,0,0.00295858,0.130177515,0.00887574,0.118343195,2,-1,-2
204,3,7,11,20042005,0.73964497,0,0.00295858,0.130177515,0.00887574,0.118343195,2,-1,-2
204,4,6,6,20042005,0.73964497,0,0.00295858,0.130177515,0.00887574,0.118343195,2,-1,-2
204,5,8,8,20042005,0.73964497,0,0.00295858,0.130177515,0.00887574,0.118343195,2,-1,-2
206,K,15,13,20042005,0.656050955,0,0,0.148619958,0.01910828,0.176220807,2,-1,-2
206,1,10,14,20042005,0.656050955,0,0,0.148619958,0.01910828,0.176220807,2,-1,-2
206,2,19,12,20042005,0.656050955,0,0,0.148619958,0.01910828,0.176220807,2,-1,-2
206,3,16,14,20042005,0.656050955,0,0,0.148619958,0.01910828,0.176220807,2,-1,-2
206,4,16,18,20042005,0.656050955,0,0,0.148619958,0.01910828,0.176220807,2,-1,-2
206,5,17,12,20042005,0.656050955,0,0,0.148619958,0.01910828,0.176220807,2,-1,-2
207,K,0,0,20042005,0.426791277,0.291277259,0,0.029595016,0.105919003,0.124610592,4,-2,-2
207,1,0,0,20042005,0.426791277,0.291277259,0,0.029595016,0.105919003,0.124610592,4,-2,-2
207,2,0,0,20042005,0.426791277,0.291277259,0,0.029595016,0.105919003,0.124610592,4,-2,-2
207,3,0,0,20042005,0.426791277,0.291277259,0,0.029595016,0.105919003,0.124610592,4,-2,-2
207,4,0,0,20042005,0.426791277,0.291277259,0,0.029595016,0.105919003,0.124610592,4,-2,-2
207,5,0,0,20042005,0.426791277,0.291277259,0,0.029595016,0.105919003,0.124610592,4,-2,-2
208,K,12,14,20042005,0.289430894,0,0,0.543089431,0.027642276,0.136585366,3,-2,-4
208,1,18,12,20042005,0.289430894,0,0,0.543089431,0.027642276,0.136585366,3,-2,-4
208,2,15,13,20042005,0.289430894,0,0,0.543089431,0.027642276,0.136585366,3,-2,-4
208,3,23,17,20042005,0.289430894,0,0,0.543089431,0.027642276,0.136585366,3,-2,-4
208,4,24,21,20042005,0.289430894,0,0,0.543089431,0.027642276,0.136585366,3,-2,-4
208,5,21,24,20042005,0.289430894,0,0,0.543089431,0.027642276,0.136585366,3,-2,-4
210,K,26,22,20042005,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-3,-4
210,1,30,28,20042005,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-3,-4
210,2,27,32,20042005,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-3,-4
210,3,27,27,20042005,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-3,-4
210,4,45,26,20042005,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-3,-4
210,5,22,44,20042005,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-3,-4
212,K,33,49,20042005,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,6,-3,-5
212,1,39,37,20042005,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,6,-3,-5
212,2,26,36,20042005,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,6,-3,-5
212,3,38,26,20042005,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,6,-3,-5
212,4,47,34,20042005,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,6,-3,-5
212,5,34,46,20042005,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,6,-3,-5
214,K,10,12,20042005,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-1,-4
214,1,14,10,20042005,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-1,-4
214,2,11,14,20042005,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-1,-4
214,3,8,14,20042005,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-1,-4
214,4,16,13,20042005,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-1,-4
214,5,12,17,20042005,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-1,-4
216,K,14,12,20042005,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-5,-9
216,1,10,16,20042005,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-5,-9
216,2,14,10,20042005,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-5,-9
216,3,13,12,20042005,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-5,-9
216,4,10,11,20042005,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-5,-9
216,5,14,8,20042005,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-5,-9
218,K,15,10,20042005,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,10,-5,-8
218,1,8,14,20042005,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,10,-5,-8
218,2,12,13,20042005,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,10,-5,-8
218,3,12,8,20042005,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,10,-5,-8
218,4,10,14,20042005,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,10,-5,-8
218,5,6,7,20042005,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,10,-5,-8
220,K,10,11,20042005,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,13,-5,-8
220,1,13,14,20042005,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,13,-5,-8
220,2,15,9,20042005,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,13,-5,-8
220,3,11,12,20042005,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,13,-5,-8
