Census Tract,Grade Level,year,target,a_year_before,Wht%,Blc%,Ind%,Asn%,Mix%,His%,0-4,9-May,14-Oct
208,1,20022003,17,20,0.289430894,0,0,0.543089431,0.027642276,0.136585366,2,-5,-2
208,2,20022003,23,20,0.289430894,0,0,0.543089431,0.027642276,0.136585366,2,-5,-2
208,3,20022003,22,19,0.289430894,0,0,0.543089431,0.027642276,0.136585366,2,-5,-2
208,4,20022003,18,23,0.289430894,0,0,0.543089431,0.027642276,0.136585366,2,-5,-2
208,5,20022003,30,19,0.289430894,0,0,0.543089431,0.027642276,0.136585366,2,-5,-2
210,K,20022003,27,27,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-8,-2
210,1,20022003,24,17,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-8,-2
210,2,20022003,20,39,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-8,-2
210,3,20022003,40,19,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-8,-2
210,4,20022003,19,23,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-8,-2
210,5,20022003,27,29,0.309633028,0.004587156,0,0.556192661,0.005733945,0.120412844,3,-8,-2
212,K,20022003,41,27,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,4,-9,-4
212,1,20022003,27,38,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,4,-9,-4
212,2,20022003,36,50,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,4,-9,-4
212,3,20022003,46,33,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,4,-9,-4
212,4,20022003,32,31,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,4,-9,-4
212,5,20022003,35,42,0.177595628,0.004553734,0,0.66848816,0.017304189,0.130236794,4,-9,-4
214,K,20022003,12,13,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-5,-2
214,1,20022003,10,13,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-5,-2
214,2,20022003,11,18,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-5,-2
214,3,20022003,18,12,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-5,-2
214,4,20022003,11,21,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-5,-2
214,5,20022003,21,10,0.650980392,0,0,0.277124183,0.011764706,0.05751634,4,-5,-2
216,K,20022003,8,14,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-12,-3
216,1,20022003,14,13,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-12,-3
216,2,20022003,12,9,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-12,-3
216,3,20022003,8,13,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-12,-3
216,4,20022003,13,12,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-12,-3
216,5,20022003,6,10,0.896237172,0.002280502,0,0.0672748,0.007411631,0.026795895,8,-12,-3
218,K,20022003,6,10,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,9,-11,-3
218,1,20022003,7,13,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,9,-11,-3
218,2,20022003,13,14,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,9,-11,-3
218,3,20022003,11,10,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,9,-11,-3
218,4,20022003,7,9,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,9,-11,-3
218,5,20022003,11,10,0.92152054,0.001226242,0.001839362,0.020846107,0.001226242,0.053341508,9,-11,-3
220,K,20022003,12,12,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,10,-14,-4
220,1,20022003,12,12,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,10,-14,-4
220,2,20022003,12,9,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,10,-14,-4
220,3,20022003,6,8,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,10,-14,-4
220,4,20022003,6,8,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,10,-14,-4
220,5,20022003,7,9,0.914161009,0.003394762,0.000484966,0.032977692,0.004364694,0.042677013,10,-14,-4
221,K,20022003,0,0,0.023931624,0.757264957,0,0.015384615,0.037606838,0.155555556,3,-4,0
221,1,20022003,0,0,0.023931624,0.757264957,0,0.015384615,0.037606838,0.155555556,3,-4,0
221,2,20022003,0,0,0.023931624,0.757264957,0,0.015384615,0.037606838,0.155555556,3,-4,0
221,3,20022003,0,0,0.023931624,0.757264957,0,0.015384615,0.037606838,0.155555556,3,-4,0
221,4,20022003,0,0,0.023931624,0.757264957,0,0.015384615,0.037606838,0.155555556,3,-4,0
221,5,20022003,0,0,0.023931624,0.757264957,0,0.015384615,0.037606838,0.155555556,3,-4,0
222,K,20022003,4,2,0.908234127,0.001488095,0,0.015873016,0.004960317,0.067460317,11,-14,-3
222,1,20022003,3,8,0.908234127,0.001488095,0,0.015873016,0.004960317,0.067460317,11,-14,-3
222,2,20022003,5,2,0.908234127,0.001488095,0,0.015873016,0.004960317,0.067460317,11,-14,-3
222,3,20022003,2,0,0.908234127,0.001488095,0,0.015873016,0.004960317,0.067460317,11,-14,-3
222,4,20022003,0,2,0.908234127,0.001488095,0,0.015873016,0.004960317,0.067460317,11,-14,-3
222,5,20022003,2,6,0.908234127,0.001488095,0,0.015873016,0.004960317,0.067460317,11,-14,-3
228,K,20022003,1,6,0.652307692,0.006923077,0.004615385,0.184615385,0.023076923,0.125384615,6,-9,-1
228,1,20022003,4,7,0.652307692,0.006923077,0.004615385,0.184615385,0.023076923,0.125384615,6,-9,-1
228,2,20022003,6,4,0.652307692,0.006923077,0.004615385,0.184615385,0.023076923,0.125384615,6,-9,-1
228,3,20022003,2,5,0.652307692,0.006923077,0.004615385,0.184615385,0.023076923,0.125384615,6,-9,-1
228,4,20022003,3,10,0.652307692,0.006923077,0.004615385,0.184615385,0.023076923,0.125384615,6,-9,-1
228,5,20022003,7,3,0.652307692,0.006923077,0.004615385,0.184615385,0.023076923,0.125384615,6,-9,-1
230,K,20022003,40,41,0.797679112,0.008072654,0.000504541,0.038345106,0.01160444,0.143794147,11,-12,-3
230,1,20022003,43,36,0.797679112,0.008072654,0.000504541,0.038345106,0.01160444,0.143794147,11,-12,-3
230,2,20022003,33,29,0.797679112,0.008072654,0.000504541,0.038345106,0.01160444,0.143794147,11,-12,-3
230,3,20022003,30,18,0.797679112,0.008072654,0.000504541,0.038345106,0.01160444,0.143794147,11,-12,-3
230,4,20022003,17,23,0.797679112,0.008072654,0.000504541,0.038345106,0.01160444,0.143794147,11,-12,-3
230,5,20022003,22,21,0.797679112,0.008072654,0.000504541,0.038345106,0.01160444,0.143794147,11,-12,-3
232,K,20022003,17,28,0.908450704,0.001956182,0,0.044209703,0.006651017,0.038341158,13,-18,-4
232,1,20022003,31,23,0.908450704,0.001956182,0,0.044209703,0.006651017,0.038341158,13,-18,-4
232,2,20022003,25,27,0.908450704,0.001956182,0,0.044209703,0.006651017,0.038341158,13,-18,-4
232,3,20022003,27,24,0.908450704,0.001956182,0,0.044209703,0.006651017,0.038341158,13,-18,-4
232,4,20022003,22,21,0.908450704,0.001956182,0,0.044209703,0.006651017,0.038341158,13,-18,-4
232,5,20022003,22,19,0.908450704,0.001956182,0,0.044209703,0.006651017,0.038341158,13,-18,-4
234,K,20022003,5,2,0.979506288,0.001863065,0,0.002328831,0.004191896,0.009315324,15,-13,-3
234,1,20022003,5,3,0.979506288,0.001863065,0,0.002328831,0.004191896,0.009315324,15,-13,-3
234,2,20022003,1,4,0.979506288,0.001863065,0,0.002328831,0.004191896,0.009315324,15,-13,-3
234,3,20022003,4,4,0.979506288,0.001863065,0,0.002328831,0.004191896,0.009315324,15,-13,-3
234,4,20022003,4,5,0.979506288,0.001863065,0,0.002328831,0.004191896,0.009315324,15,-13,-3
234,5,20022003,5,4,0.979506288,0.001863065,0,0.002328831,0.004191896,0.009315324,15,-13,-3
236,K,20022003,4,5,0.946953091,0.001315213,0.001753617,0.038141166,0.003945638,0.006137659,17,-16,-3
236,1,20022003,7,4,0.946953091,0.001315213,0.001753617,0.038141166,0.003945638,0.006137659,17,-16,-3
236,2,20022003,4,8,0.946953091,0.001315213,0.001753617,0.038141166,0.003945638,0.006137659,17,-16,-3
236,3,20022003,7,9,0.946953091,0.001315213,0.001753617,0.038141166,0.003945638,0.006137659,17,-16,-3
236,4,20022003,6,7,0.946953091,0.001315213,0.001753617,0.038141166,0.003945638,0.006137659,17,-16,-3
236,5,20022003,10,6,0.946953091,0.001315213,0.001753617,0.038141166,0.003945638,0.006137659,17,-16,-3
238,K,20022003,4,1,0.971723763,0,0,0.003262643,0.00435019,0.02011963,12,-13,-2
238,1,20022003,2,7,0.971723763,0,0,0.003262643,0.00435019,0.02011963,12,-13,-2
238,2,20022003,7,6,0.971723763,0,0,0.003262643,0.00435019,0.02011963,12,-13,-2
238,3,20022003,6,3,0.971723763,0,0,0.003262643,0.00435019,0.02011963,12,-13,-2
238,4,20022003,3,5,0.971723763,0,0,0.003262643,0.00435019,0.02011963,12,-13,-2
238,5,20022003,5,2,0.971723763,0,0,0.003262643,0.00435019,0.02011963,12,-13,-2
240,K,20022003,4,4,0.957636566,0.002787068,0,0.011148272,0.003901895,0.024526198,12,-12,-3
240,1,20022003,4,8,0.957636566,0.002787068,0,0.011148272,0.003901895,0.024526198,12,-12,-3
240,2,20022003,7,7,0.957636566,0.002787068,0,0.011148272,0.003901895,0.024526198,12,-12,-3
240,3,20022003,6,3,0.957636566,0.002787068,0,0.011148272,0.003901895,0.024526198,12,-12,-3
240,4,20022003,4,4,0.957636566,0.002787068,0,0.011148272,0.003901895,0.024526198,12,-12,-3
240,5,20022003,5,6,0.957636566,0.002787068,0,0.011148272,0.003901895,0.024526198,12,-12,-3
242,K,20022003,6,7,0.930615785,0,0,0.028620989,0.000867303,0.039895924,6,-8,-1
242,1,20022003,7,11,0.930615785,0,0,0.028620989,0.000867303,0.039895924,6,-8,-1
242,2,20022003,9,6,0.930615785,0,0,0.028620989,0.000867303,0.039895924,6,-8,-1
242,3,20022003,5,8,0.930615785,0,0,0.028620989,0.000867303,0.039895924,6,-8,-1
242,4,20022003,7,6,0.930615785,0,0,0.028620989,0.000867303,0.039895924,6,-8,-1
242,5,20022003,9,6,0.930615785,0,0,0.028620989,0.000867303,0.039895924,6,-8,-1
244,K,20022003,19,14,0.839043825,0.000796813,0,0.078087649,0.004780876,0.074103586,5,-9,-2
244,1,20022003,15,21,0.839043825,0.000796813,0,0.078087649,0.004780876,0.074103586,5,-9,-2
244,2,20022003,19,18,0.839043825,0.000796813,0,0.078087649,0.004780876,0.074103586,5,-9,-2
244,3,20022003,22,29,0.839043825,0.000796813,0,0.078087649,0.004780876,0.074103586,5,-9,-2
244,4,20022003,28,19,0.839043825,0.000796813,0,0.078087649,0.004780876,0.074103586,5,-9,-2
244,5,20022003,23,15,0.839043825,0.000796813,0,0.078087649,0.004780876,0.074103586,5,-9,-2
246,K,20022003,5,1,0.700096432,0.006750241,0.00192864,0.202507232,0.003857281,0.083895853,5,-8,-3
246,1,20022003,2,3,0.700096432,0.006750241,0.00192864,0.202507232,0.003857281,0.083895853,5,-8,-3
246,2,20022003,5,2,0.700096432,0.006750241,0.00192864,0.202507232,0.003857281,0.083895853,5,-8,-3
246,3,20022003,6,4,0.700096432,0.006750241,0.00192864,0.202507232,0.003857281,0.083895853,5,-8,-3
246,4,20022003,3,1,0.700096432,0.006750241,0.00192864,0.202507232,0.003857281,0.083895853,5,-8,-3
246,5,20022003,1,6,0.700096432,0.006750241,0.00192864,0.202507232,0.003857281,0.083895853,5,-8,-3
248,K,20022003,21,16,0.51875,0.0046875,0,0.3609375,0.00625,0.109375,3,-5,-2
248,1,20022003,20,33,0.51875,0.0046875,0,0.3609375,0.00625,0.109375,3,-5,-2
248,2,20022003,35,20,0.51875,0.0046875,0,0.3609375,0.00625,0.109375,3,-5,-2
248,3,20022003,17,15,0.51875,0.0046875,0,0.3609375,0.00625,0.109375,3,-5,-2
248,4,20022003,18,27,0.51875,0.0046875,0,0.3609375,0.00625,0.109375,3,-5,-2
248,5,20022003,24,29,0.51875,0.0046875,0,0.3609375,0.00625,0.109375,3,-5,-2
250,K,20022003,11,10,0.137142857,0.011428571,0,0.665714286,0.011428571,0.174285714,2,-3,-1
250,1,20022003,11,18,0.137142857,0.011428571,0,0.665714286,0.011428571,0.174285714,2,-3,-1
250,2,20022003,15,11,0.137142857,0.011428571,0,0.665714286,0.011428571,0.174285714,2,-3,-1
250,3,20022003,12,16,0.137142857,0.011428571,0,0.665714286,0.011428571,0.174285714,2,-3,-1
250,4,20022003,19,15,0.137142857,0.011428571,0,0.665714286,0.011428571,0.174285714,2,-3,-1
250,5,20022003,13,16,0.137142857,0.011428571,0,0.665714286,0.011428571,0.174285714,2,-3,-1
252,K,20022003,32,31,0.356756757,0.005405405,0,0.422702703,0.018378378,0.195675676,5,-9,-2
252,1,20022003,37,48,0.356756757,0.005405405,0,0.422702703,0.018378378,0.195675676,5,-9,-2
252,2,20022003,48,45,0.356756757,0.005405405,0,0.422702703,0.018378378,0.195675676,5,-9,-2
252,3,20022003,43,47,0.356756757,0.005405405,0,0.422702703,0.018378378,0.195675676,5,-9,-2
252,4,20022003,45,33,0.356756757,0.005405405,0,0.422702703,0.018378378,0.195675676,5,-9,-2
252,5,20022003,33,37,0.356756757,0.005405405,0,0.422702703,0.018378378,0.195675676,5,-9,-2
254,K,20022003,29,28,0.306982872,0.006587615,0.002635046,0.517786561,0.010540184,0.152832675,2,-6,-2
254,1,20022003,31,37,0.306982872,0.006587615,0.002635046,0.517786561,0.010540184,0.152832675,2,-6,-2
254,2,20022003,30,33,0.306982872,0.006587615,0.002635046,0.517786561,0.010540184,0.152832675,2,-6,-2
254,3,20022003,29,30,0.306982872,0.006587615,0.002635046,0.517786561,0.010540184,0.152832675,2,-6,-2
254,4,20022003,28,32,0.306982872,0.006587615,0.002635046,0.517786561,0.010540184,0.152832675,2,-6,-2
254,5,20022003,33,34,0.306982872,0.006587615,0.002635046,0.517786561,0.010540184,0.152832675,2,-6,-2
256,K,20022003,31,33,0.27027027,0.008445946,0,0.579391892,0.028716216,0.111486486,3,-4,-1
256,1,20022003,38,26,0.27027027,0.008445946,0,0.579391892,0.028716216,0.111486486,3,-4,-1
256,2,20022003,27,36,0.27027027,0.008445946,0,0.579391892,0.028716216,0.111486486,3,-4,-1
256,3,20022003,34,21,0.27027027,0.008445946,0,0.579391892,0.028716216,0.111486486,3,-4,-1
256,4,20022003,22,46,0.27027027,0.008445946,0,0.579391892,0.028716216,0.111486486,3,-4,-1
256,5,20022003,43,22,0.27027027,0.008445946,0,0.579391892,0.028716216,0.111486486,3,-4,-1
258,K,20022003,47,53,0.372588832,0.008121827,0.002030457,0.368527919,0.011167513,0.235532995,4,-7,-4
258,1,20022003,48,39,0.372588832,0.008121827,0.002030457,0.368527919,0.011167513,0.235532995,4,-7,-4
258,2,20022003,43,43,0.372588832,0.008121827,0.002030457,0.368527919,0.011167513,0.235532995,4,-7,-4
258,3,20022003,40,61,0.372588832,0.008121827,0.002030457,0.368527919,0.011167513,0.235532995,4,-7,-4
258,4,20022003,53,35,0.372588832,0.008121827,0.002030457,0.368527919,0.011167513,0.235532995,4,-7,-4
258,5,20022003,33,56,0.372588832,0.008121827,0.002030457,0.368527919,0.011167513,0.235532995,4,-7,-4
260,K,20022003,28,26,0.293877551,0,0.004081633,0.542857143,0.019047619,0.134693878,4,-7,-3
260,1,20022003,25,31,0.293877551,0,0.004081633,0.542857143,0.019047619,0.134693878,4,-7,-3
260,2,20022003,30,30,0.293877551,0,0.004081633,0.542857143,0.019047619,0.134693878,4,-7,-3
260,3,20022003,30,23,0.293877551,0,0.004081633,0.542857143,0.019047619,0.134693878,4,-7,-3
260,4,20022003,25,26,0.293877551,0,0.004081633,0.542857143,0.019047619,0.134693878,4,-7,-3
260,5,20022003,26,21,0.293877551,0,0.004081633,0.542857143,0.019047619,0.134693878,4,-7,-3
262,K,20022003,13,10,0.274725275,0.008791209,0.004395604,0.503296703,0.026373626,0.182417582,2,-4,-3
262,1,20022003,9,20,0.274725275,0.008791209,0.004395604,0.503296703,0.026373626,0.182417582,2,-4,-3
262,2,20022003,21,18,0.274725275,0.008791209,0.004395604,0.503296703,0.026373626,0.182417582,2,-4,-3
262,3,20022003,19,16,0.274725275,0.008791209,0.004395604,0.503296703,0.026373626,0.182417582,2,-4,-3
262,4,20022003,21,20,0.274725275,0.008791209,0.004395604,0.503296703,0.026373626,0.182417582,2,-4,-3
262,5,20022003,22,15,0.274725275,0.008791209,0.004395604,0.503296703,0.026373626,0.182417582,2,-4,-3
264,K,20022003,33,32,0.337416481,0.0077951,0.001113586,0.380846325,0.0155902,0.248329621,5,-7,-3
264,1,20022003,31,33,0.337416481,0.0077951,0.001113586,0.380846325,0.0155902,0.248329621,5,-7,-3
264,2,20022003,36,36,0.337416481,0.0077951,0.001113586,0.380846325,0.0155902,0.248329621,5,-7,-3
264,3,20022003,31,32,0.337416481,0.0077951,0.001113586,0.380846325,0.0155902,0.248329621,5,-7,-3
264,4,20022003,36,36,0.337416481,0.0077951,0.001113586,0.380846325,0.0155902,0.248329621,5,-7,-3
264,5,20022003,39,39,0.337416481,0.0077951,0.001113586,0.380846325,0.0155902,0.248329621,5,-7,-3
266,K,20022003,44,43,0.360052562,0,0.002628121,0.445466491,0.018396846,0.173455979,4,-7,-3
266,1,20022003,43,44,0.360052562,0,0.002628121,0.445466491,0.018396846,0.173455979,4,-7,-3
266,2,20022003,38,32,0.360052562,0,0.002628121,0.445466491,0.018396846,0.173455979,4,-7,-3
266,3,20022003,31,32,0.360052562,0,0.002628121,0.445466491,0.018396846,0.173455979,4,-7,-3
266,4,20022003,33,34,0.360052562,0,0.002628121,0.445466491,0.018396846,0.173455979,4,-7,-3
266,5,20022003,32,32,0.360052562,0,0.002628121,0.445466491,0.018396846,0.173455979,4,-7,-3
268,K,20022003,24,36,0.454647256,0.003359462,0,0.328107503,0.006718925,0.20268757,4,-8,-3
268,1,20022003,36,25,0.454647256,0.003359462,0,0.328107503,0.006718925,0.20268757,4,-8,-3
268,2,20022003,29,33,0.454647256,0.003359462,0,0.328107503,0.006718925,0.20268757,4,-8,-3
268,3,20022003,37,25,0.454647256,0.003359462,0,0.328107503,0.006718925,0.20268757,4,-8,-3
268,4,20022003,29,21,0.454647256,0.003359462,0,0.328107503,0.006718925,0.20268757,4,-8,-3
268,5,20022003,17,30,0.454647256,0.003359462,0,0.328107503,0.006718925,0.20268757,4,-8,-3
270,K,20022003,8,2,0.62571977,0.003838772,0,0.291746641,0.009596929,0.067178503,2,-5,-2
270,1,20022003,2,12,0.62571977,0.003838772,0,0.291746641,0.009596929,0.067178503,2,-5,-2
270,2,20022003,11,6,0.62571977,0.003838772,0,0.291746641,0.009596929,0.067178503,2,-5,-2
270,3,20022003,6,5,0.62571977,0.003838772,0,0.291746641,0.009596929,0.067178503,2,-5,-2
270,4,20022003,7,3,0.62571977,0.003838772,0,0.291746641,0.009596929,0.067178503,2,-5,-2
270,5,20022003,3,8,0.62571977,0.003838772,0,0.291746641,0.009596929,0.067178503,2,-5,-2
272,K,20022003,22,19,0.435929648,0,0.001256281,0.341708543,0.012562814,0.204773869,3,-6,-3
272,1,20022003,27,36,0.435929648,0,0.001256281,0.341708543,0.012562814,0.204773869,3,-6,-3
272,2,20022003,31,37,0.435929648,0,0.001256281,0.341708543,0.012562814,0.204773869,3,-6,-3
272,3,20022003,32,29,0.435929648,0,0.001256281,0.341708543,0.012562814,0.204773869,3,-6,-3
272,4,20022003,33,20,0.435929648,0,0.001256281,0.341708543,0.012562814,0.204773869,3,-6,-3
272,5,20022003,17,34,0.435929648,0,0.001256281,0.341708543,0.012562814,0.204773869,3,-6,-3
274,K,20022003,20,18,0.412903226,0.00483871,0,0.412903226,0.043548387,0.124193548,3,-5,-2
274,1,20022003,22,22,0.412903226,0.00483871,0,0.412903226,0.043548387,0.124193548,3,-5,-2
274,2,20022003,25,23,0.412903226,0.00483871,0,0.412903226,0.043548387,0.124193548,3,-5,-2
274,3,20022003,20,29,0.412903226,0.00483871,0,0.412903226,0.043548387,0.124193548,3,-5,-2
274,4,20022003,27,15,0.412903226,0.00483871,0,0.412903226,0.043548387,0.124193548,3,-5,-2
274,5,20022003,17,24,0.412903226,0.00483871,0,0.412903226,0.043548387,0.124193548,3,-5,-2
276,K,20022003,23,36,0.318681319,0.012210012,0.006105006,0.367521368,0.007326007,0.273504274,4,-6,-3
276,1,20022003,41,37,0.318681319,0.012210012,0.006105006,0.367521368,0.007326007,0.273504274,4,-6,-3
276,2,20022003,32,30,0.318681319,0.012210012,0.006105006,0.367521368,0.007326007,0.273504274,4,-6,-3
276,3,20022003,27,25,0.318681319,0.012210012,0.006105006,0.367521368,0.007326007,0.273504274,4,-6,-3
276,4,20022003,22,27,0.318681319,0.012210012,0.006105006,0.367521368,0.007326007,0.273504274,4,-6,-3
276,5,20022003,27,33,0.318681319,0.012210012,0.006105006,0.367521368,0.007326007,0.273504274,4,-6,-3
278,K,20022003,29,20,0.437596302,0.003081664,0.00770416,0.326656394,0.009244992,0.215716487,4,-5,-1
278,1,20022003,20,24,0.437596302,0.003081664,0.00770416,0.326656394,0.009244992,0.215716487,4,-5,-1
278,2,20022003,27,20,0.437596302,0.003081664,0.00770416,0.326656394,0.009244992,0.215716487,4,-5,-1
278,3,20022003,22,21,0.437596302,0.003081664,0.00770416,0.326656394,0.009244992,0.215716487,4,-5,-1
278,4,20022003,22,27,0.437596302,0.003081664,0.00770416,0.326656394,0.009244992,0.215716487,4,-5,-1
278,5,20022003,27,23,0.437596302,0.003081664,0.00770416,0.326656394,0.009244992,0.215716487,4,-5,-1
280,K,20022003,9,10,0.400641026,0,0,0.365384615,0.006410256,0.221153846,2,-2,0
280,1,20022003,14,13,0.400641026,0,0,0.365384615,0.006410256,0.221153846,2,-2,0
280,2,20022003,13,14,0.400641026,0,0,0.365384615,0.006410256,0.221153846,2,-2,0
280,3,20022003,12,9,0.400641026,0,0,0.365384615,0.006410256,0.221153846,2,-2,0
280,4,20022003,7,11,0.400641026,0,0,0.365384615,0.006410256,0.221153846,2,-2,0
280,5,20022003,11,8,0.400641026,0,0,0.365384615,0.006410256,0.221153846,2,-2,0
282,K,20022003,27,31,0.458413926,0,0,0.402321083,0.017408124,0.119922631,2,-4,-1
282,1,20022003,36,22,0.458413926,0,0,0.402321083,0.017408124,0.119922631,2,-4,-1
282,2,20022003,19,19,0.458413926,0,0,0.402321083,0.017408124,0.119922631,2,-4,-1
282,3,20022003,20,20,0.458413926,0,0,0.402321083,0.017408124,0.119922631,2,-4,-1
282,4,20022003,17,27,0.458413926,0,0,0.402321083,0.017408124,0.119922631,2,-4,-1
282,5,20022003,25,25,0.458413926,0,0,0.402321083,0.017408124,0.119922631,2,-4,-1
284,K,20022003,30,32,0.443223443,0.008547009,0.003663004,0.301587302,0.028083028,0.208791209,3,-6,-2
284,1,20022003,30,23,0.443223443,0.008547009,0.003663004,0.301587302,0.028083028,0.208791209,3,-6,-2
284,2,20022003,25,38,0.443223443,0.008547009,0.003663004,0.301587302,0.028083028,0.208791209,3,-6,-2
284,3,20022003,39,27,0.443223443,0.008547009,0.003663004,0.301587302,0.028083028,0.208791209,3,-6,-2
284,4,20022003,31,26,0.443223443,0.008547009,0.003663004,0.301587302,0.028083028,0.208791209,3,-6,-2
284,5,20022003,26,31,0.443223443,0.008547009,0.003663004,0.301587302,0.028083028,0.208791209,3,-6,-2
286,K,20022003,53,51,0.429926238,0.025289779,0,0.330874605,0.01369863,0.190727081,6,-9,-3
286,1,20022003,55,51,0.429926238,0.025289779,0,0.330874605,0.01369863,0.190727081,6,-9,-3
286,2,20022003,46,58,0.429926238,0.025289779,0,0.330874605,0.01369863,0.190727081,6,-9,-3
286,3,20022003,57,39,0.429926238,0.025289779,0,0.330874605,0.01369863,0.190727081,6,-9,-3
286,4,20022003,43,46,0.429926238,0.025289779,0,0.330874605,0.01369863,0.190727081,6,-9,-3
286,5,20022003,46,45,0.429926238,0.025289779,0,0.330874605,0.01369863,0.190727081,6,-9,-3
288,K,20022003,20,17,0.369760479,0.010479042,0.001497006,0.374251497,0.00748503,0.233532934,3,-5,-3
288,1,20022003,20,16,0.369760479,0.010479042,0.001497006,0.374251497,0.00748503,0.233532934,3,-5,-3
288,2,20022003,15,9,0.369760479,0.010479042,0.001497006,0.374251497,0.00748503,0.233532934,3,-5,-3
288,3,20022003,10,9,0.369760479,0.010479042,0.001497006,0.374251497,0.00748503,0.233532934,3,-5,-3
288,4,20022003,8,11,0.369760479,0.010479042,0.001497006,0.374251497,0.00748503,0.233532934,3,-5,-3
288,5,20022003,15,12,0.369760479,0.010479042,0.001497006,0.374251497,0.00748503,0.233532934,3,-5,-3
290,K,20022003,8,6,0.68501171,0.004683841,0,0.133489461,0.024590164,0.149882904,3,-7,-4
290,1,20022003,10,7,0.68501171,0.004683841,0,0.133489461,0.024590164,0.149882904,3,-7,-4
290,2,20022003,6,5,0.68501171,0.004683841,0,0.133489461,0.024590164,0.149882904,3,-7,-4
290,3,20022003,5,10,0.68501171,0.004683841,0,0.133489461,0.024590164,0.149882904,3,-7,-4
290,4,20022003,10,7,0.68501171,0.004683841,0,0.133489461,0.024590164,0.149882904,3,-7,-4
290,5,20022003,7,9,0.68501171,0.004683841,0,0.133489461,0.024590164,0.149882904,3,-7,-4
292,K,20022003,24,26,0.438628159,0.010830325,0,0.319494585,0.016245487,0.214801444,2,-4,-2
292,1,20022003,27,16,0.438628159,0.010830325,0,0.319494585,0.016245487,0.214801444,2,-4,-2
292,2,20022003,16,29,0.438628159,0.010830325,0,0.319494585,0.016245487,0.214801444,2,-4,-2
292,3,20022003,26,24,0.438628159,0.010830325,0,0.319494585,0.016245487,0.214801444,2,-4,-2
292,4,20022003,25,26,0.438628159,0.010830325,0,0.319494585,0.016245487,0.214801444,2,-4,-2
292,5,20022003,26,24,0.438628159,0.010830325,0,0.319494585,0.016245487,0.214801444,2,-4,-2
294,K,20022003,6,5,0.384384384,0.009009009,0,0.402402402,0.063063063,0.135135135,1,-3,-2
294,1,20022003,6,14,0.384384384,0.009009009,0,0.402402402,0.063063063,0.135135135,1,-3,-2
294,2,20022003,14,3,0.384384384,0.009009009,0,0.402402402,0.063063063,0.135135135,1,-3,-2
294,3,20022003,5,17,0.384384384,0.009009009,0,0.402402402,0.063063063,0.135135135,1,-3,-2
294,4,20022003,18,10,0.384384384,0.009009009,0,0.402402402,0.063063063,0.135135135,1,-3,-2
294,5,20022003,10,7,0.384384384,0.009009009,0,0.402402402,0.063063063,0.135135135,1,-3,-2
296,K,20022003,10,7,0.512280702,0.007894737,0.002631579,0.287719298,0.03245614,0.153508772,5,-11,-5
296,1,20022003,8,12,0.512280702,0.007894737,0.002631579,0.287719298,0.03245614,0.153508772,5,-11,-5
296,2,20022003,8,14,0.512280702,0.007894737,0.002631579,0.287719298,0.03245614,0.153508772,5,-11,-5
296,3,20022003,9,13,0.512280702,0.007894737,0.002631579,0.287719298,0.03245614,0.153508772,5,-11,-5
296,4,20022003,8,9,0.512280702,0.007894737,0.002631579,0.287719298,0.03245614,0.153508772,5,-11,-5
296,5,20022003,10,11,0.512280702,0.007894737,0.002631579,0.287719298,0.03245614,0.153508772,5,-11,-5
298,K,20022003,0,0,0.359355638,0.013630731,0,0.355638166,0.007434944,0.258983891,3,-7,-2
